,complains,age_group,tariff_plan,status,churn,frequency_of_sms_log,charge_amount_log,customer_value_sqrt,seconds_of_use_sqrt,frequency_of_use_sqrt,distinct_called_numbers_sqrt
557,0.0,3.0,1.0,1.0,0.0,5.176149732573829,1.3862943611198906,32.83717405624302,96.0728889958036,11.269427669584644,6.855654600401044
558,0.0,3.0,1.0,1.0,0.0,3.4965075614664802,0.6931471805599453,26.277747239822517,117.84735890124988,13.228756555322953,6.928203230275509
559,0.0,3.0,1.0,1.0,0.0,3.5553480614894135,1.0986122886681098,18.021098745637016,68.044103344816,9.433981132056603,5.385164807134504
560,0.0,3.0,1.0,1.0,0.0,3.6888794541139363,0.6931471805599453,20.033971149025845,77.67238891652555,10.04987562112089,4.0
561,1.0,3.0,1.0,2.0,0.0,3.713572066704308,0.0,16.01624175641714,48.507731342539614,7.745966692414834,4.58257569495584
562,0.0,3.0,1.0,1.0,0.0,4.465908118654584,1.6094379124341003,31.039329889673844,123.51113310143342,15.198684153570664,6.0
563,0.0,4.0,1.0,1.0,0.0,6.246106765481563,1.0986122886681098,36.99425631094643,56.65686189686118,5.744562646538029,3.4641016151377544
564,0.0,2.0,1.0,1.0,0.0,5.209486152841421,0.6931471805599453,39.10831113714833,124.89995996796796,13.711309200802088,5.830951894845301
565,0.0,3.0,1.0,1.0,0.0,5.389071729816501,1.0986122886681098,33.76803221983774,81.33265027035576,9.591663046625438,5.477225575051661
566,0.0,2.0,1.0,2.0,0.0,3.4965075614664802,0.0,13.764083696345354,31.464265445104548,4.47213595499958,3.872983346207417
567,0.0,3.0,1.0,2.0,0.0,3.828641396489095,0.0,14.621901381147392,28.722813232690143,4.47213595499958,3.4641016151377544
568,0.0,2.0,1.0,2.0,1.0,3.4965075614664802,0.0,12.224769936485512,10.723805294763608,2.449489742783178,2.0
569,0.0,3.0,1.0,1.0,0.0,6.0330862217988015,0.6931471805599453,44.432420595776684,87.30979326513149,11.532562594670797,6.855654600401044
570,0.0,4.0,1.0,1.0,0.0,3.784189633918261,1.0986122886681098,20.024984394500787,107.61040841851684,12.649110640673518,7.14142842854285
571,0.0,2.0,1.0,1.0,0.0,4.948759890378168,1.0986122886681098,30.677842166619214,82.66196223173026,9.0,6.4031242374328485
572,1.0,3.0,1.0,2.0,1.0,3.8918202981106265,0.0,15.392205819829723,32.71085446759225,7.280109889280518,4.58257569495584
573,0.0,5.0,1.0,1.0,0.0,3.5263605246161616,2.302585092994046,14.464957656350053,102.71319292087068,9.9498743710662,6.782329983125268
574,0.0,3.0,1.0,1.0,0.0,4.07753744390572,1.0986122886681098,21.759595584477207,77.02596964660685,10.198039027185569,5.291502622129181
575,0.0,3.0,1.0,1.0,0.0,3.4965075614664802,0.6931471805599453,15.726410906497389,54.35991169970753,5.291502622129181,4.242640687119285
576,1.0,3.0,1.0,2.0,1.0,3.7376696182833684,0.0,17.031735084835013,55.72252686302013,6.855654600401044,4.47213595499958
577,0.0,4.0,1.0,2.0,1.0,4.204692619390966,0.0,15.027474837776305,48.815980989835694,7.0710678118654755,5.916079783099616
578,0.0,3.0,1.0,2.0,1.0,3.4965075614664802,0.0,11.757550765359255,15.748015748023622,2.8284271247461903,2.449489742783178
579,0.0,4.0,1.0,1.0,0.0,3.4965075614664802,0.6931471805599453,11.195981421920992,42.22558466143482,5.5677643628300215,3.1622776601683795
580,0.0,5.0,1.0,1.0,0.0,3.8501476017100584,1.0986122886681098,13.19261156860157,83.06623862918075,10.14889156509222,5.0990195135927845
581,0.0,4.0,1.0,2.0,1.0,3.7376696182833684,0.0,11.018166816671457,27.258026340878022,3.605551275463989,2.8284271247461903
582,0.0,5.0,1.0,1.0,0.0,3.6109179126442243,1.0986122886681098,7.806727867679262,21.283796653792763,3.1622776601683795,2.449489742783178
583,0.0,2.0,2.0,1.0,0.0,3.4965075614664802,1.6094379124341003,29.724232538452526,127.23993083933989,15.620499351813308,9.16515138991168
584,0.0,3.0,2.0,1.0,0.0,5.717027701406222,1.6094379124341003,38.73086624386291,84.14273587185052,11.045361017187261,6.082762530298219
585,0.0,3.0,1.0,1.0,0.0,3.5553480614894135,0.6931471805599453,17.112568480505782,61.91122676865643,9.38083151964686,5.656854249492381
586,0.0,4.0,1.0,2.0,0.0,4.2626798770413155,0.0,14.857657958103626,42.190046219457976,7.0710678118654755,4.898979485566356
587,0.0,2.0,1.0,1.0,0.0,5.337538079701318,0.6931471805599453,32.62560344269512,53.80520420925842,7.681145747868608,5.196152422706632
588,0.0,3.0,2.0,1.0,0.0,5.420534999272286,1.0986122886681098,30.965787572739046,37.815340802378074,6.48074069840786,3.872983346207417
589,0.0,5.0,1.0,1.0,0.0,4.143134726391533,0.6931471805599453,10.905044704172468,41.02438299353203,6.708203932499369,8.48528137423857
590,0.0,3.0,1.0,2.0,0.0,3.7612001156935624,0.0,14.207040508142432,28.548204847240395,5.5677643628300215,3.3166247903554
591,0.0,4.0,1.0,2.0,0.0,3.9889840465642745,0.0,12.505998560690786,30.659419433511783,4.0,2.6457513110645907
592,0.0,2.0,1.0,1.0,0.0,3.9512437185814275,0.6931471805599453,17.073663930158634,36.60601043544625,6.164414002968976,4.123105625617661
593,0.0,3.0,1.0,1.0,0.0,3.713572066704308,0.6931471805599453,17.212785945337263,57.79273310719956,8.18535277187245,5.196152422706632
594,0.0,3.0,1.0,1.0,0.0,4.110873864173311,0.6931471805599453,17.711013522664366,42.5440947723653,5.656854249492381,4.242640687119285
595,0.0,2.0,2.0,1.0,0.0,4.770684624465665,1.0986122886681098,28.73978079248344,80.67217612039482,12.12435565298214,6.782329983125268
596,0.0,5.0,1.0,1.0,0.0,4.663439094112067,0.6931471805599453,17.201017411769573,95.12097560475291,13.30413469565007,6.6332495807108
597,0.0,3.0,2.0,1.0,0.0,4.1588830833596715,1.6094379124341003,19.306993551560534,54.47935388750494,7.14142842854285,4.795831523312719
598,0.0,3.0,1.0,1.0,0.0,5.5134287461649825,1.0986122886681098,34.205847453322946,67.11929677819934,6.782329983125268,3.7416573867739413
599,0.0,3.0,1.0,1.0,1.0,3.4965075614664802,1.0986122886681098,13.896762212832167,40.0374824383352,5.0,3.3166247903554
600,0.0,2.0,1.0,1.0,0.0,0.0,0.0,13.942740046346701,65.23036102920173,8.06225774829855,3.605551275463989
601,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
602,0.0,2.0,1.0,1.0,0.0,5.793013608384144,0.0,39.73839453224048,48.35286961494633,7.3484692283495345,4.47213595499958
603,0.0,1.0,1.0,1.0,0.0,0.0,0.0,15.095197911918877,63.89835678638379,7.745966692414834,5.5677643628300215
604,0.0,1.0,1.0,1.0,0.0,0.0,0.0,11.320335684068738,47.7283982551269,7.211102550927978,5.385164807134504
605,0.0,2.0,1.0,1.0,0.0,0.0,0.0,12.966109670984586,60.4979338490167,8.717797887081348,4.898979485566356
606,0.0,3.0,1.0,1.0,0.0,5.537334267018537,0.0,33.21325036788781,47.38143096192854,5.744562646538029,3.7416573867739413
607,0.0,3.0,1.0,1.0,0.0,4.727387818712341,0.6931471805599453,28.506139689547584,94.86832980505137,10.723805294763608,6.244997998398398
608,0.0,3.0,1.0,1.0,0.0,0.0,0.0,23.51254984045754,116.86744627996283,12.767145334803704,6.324555320336759
609,0.0,3.0,1.0,1.0,0.0,0.0,0.0,13.382077566656084,66.332495807108,8.774964387392123,4.58257569495584
610,0.0,2.0,1.0,1.0,0.0,0.0,0.0,16.283120094134294,76.1774244773345,9.433981132056603,2.8284271247461903
611,0.0,3.0,1.0,2.0,0.0,0.0,0.0,9.318798205777396,46.07602413403309,6.928203230275509,3.605551275463989
612,0.0,3.0,1.0,1.0,0.0,3.1354942159291497,1.0986122886681098,26.41514716975849,122.57650672131263,14.798648586948742,5.291502622129181
613,0.0,3.0,1.0,1.0,0.0,6.113682179832232,0.0,43.86388035730537,54.589376255824725,4.58257569495584,2.0
614,0.0,2.0,1.0,1.0,0.0,4.77912349311153,0.0,35.079481182024345,123.97580409095961,13.2664991614216,5.0990195135927845
615,0.0,3.0,1.0,1.0,0.0,5.043425116919247,0.0,29.57363690857112,79.90619500389191,8.94427190999916,4.69041575982343
616,0.0,2.0,1.0,2.0,0.0,0.0,0.0,5.878775382679628,27.568097504180443,2.8284271247461903,2.6457513110645907
617,0.0,2.0,1.0,2.0,0.0,0.0,0.0,5.209126606255602,24.392621835300936,2.8284271247461903,2.0
618,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
619,0.0,2.0,1.0,1.0,0.0,5.8664680569332965,0.0,43.84210305174696,85.98255637046388,11.0,6.244997998398398
620,0.0,3.0,1.0,1.0,0.0,0.0,0.0,21.44574549881631,106.53637876331258,12.165525060596439,6.557438524302
621,0.0,2.0,1.0,1.0,0.0,4.343805421853684,0.0,25.342454498331453,81.25884567233281,8.306623862918075,5.744562646538029
622,0.0,2.0,1.0,2.0,1.0,0.0,0.0,6.2964275585446075,28.982753492378876,6.4031242374328485,3.605551275463989
623,0.0,4.0,2.0,1.0,0.0,0.0,2.0794415416798357,16.129941103426262,101.58740079360236,9.327379053088816,6.164414002968976
624,1.0,2.0,1.0,1.0,1.0,0.0,0.0,16.148529344804125,75.5182097245426,9.591663046625438,4.47213595499958
625,0.0,3.0,1.0,1.0,0.0,0.0,0.0,10.47091209016674,52.20153254455275,4.0,3.1622776601683795
626,1.0,2.0,1.0,2.0,1.0,0.0,0.0,11.44333867365639,53.61902647381804,5.916079783099616,3.4641016151377544
627,0.0,3.0,1.0,2.0,1.0,1.0986122886681098,0.0,9.77957054271812,46.400431032480725,6.164414002968976,5.196152422706632
628,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
629,0.0,3.0,1.0,1.0,0.0,0.0,0.0,7.929691040639604,39.408120990476064,4.358898943540674,1.4142135623730951
630,0.0,4.0,1.0,1.0,0.0,0.0,0.0,13.000961502904314,81.67006795638167,9.539392014169456,4.242640687119285
631,0.0,4.0,1.0,2.0,1.0,0.0,0.0,3.5846896657869842,22.64950330581225,1.0,1.7320508075688772
632,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
633,0.0,2.0,1.0,1.0,0.0,0.0,1.0986122886681098,26.99333251008478,126.33289357883005,15.231546211727817,8.717797887081348
634,0.0,2.0,2.0,1.0,0.0,5.480638923341991,1.0986122886681098,37.26526532845298,82.76472678623425,10.488088481701515,5.385164807134504
635,0.0,2.0,1.0,1.0,0.0,0.0,0.0,12.866817788404404,60.024994793835674,8.717797887081348,4.898979485566356
636,0.0,3.0,1.0,2.0,0.0,1.9459101490553132,0.0,9.355212450821199,39.370039370059054,6.164414002968976,4.0
637,0.0,2.0,1.0,1.0,0.0,4.969813299576001,0.0,27.668393520405193,51.62363799656123,6.855654600401044,4.358898943540674
638,0.0,2.0,2.0,1.0,0.0,5.087596335232384,0.0,27.92579452764057,34.64101615137755,5.477225575051661,2.6457513110645907
639,0.0,4.0,1.0,1.0,0.0,0.0,0.0,6.0950799830683104,38.118237105091836,5.744562646538029,8.0
640,0.0,2.0,1.0,2.0,0.0,0.0,0.0,5.21344415909483,24.186773244895647,4.358898943540674,1.7320508075688772
641,0.0,4.0,1.0,2.0,0.0,0.0,0.0,4.224926034855522,26.645825188948457,2.0,1.0
642,0.0,2.0,1.0,1.0,0.0,0.0,0.0,7.149825172687791,33.31666249791537,5.0990195135927845,3.0
643,0.0,3.0,1.0,1.0,0.0,0.0,0.0,11.251666543228163,55.767373974394744,7.416198487095663,4.358898943540674
644,0.0,2.0,1.0,1.0,0.0,0.0,0.0,8.48528137423857,39.74921382870358,4.47213595499958,3.1622776601683795
645,0.0,1.0,2.0,1.0,0.0,3.9889840465642745,0.0,25.381390820835648,79.23383115816122,11.61895003862225,6.164414002968976
646,0.0,4.0,1.0,1.0,0.0,3.7376696182833684,0.0,18.08521495586934,93.90420650854784,12.84523257866513,6.0
647,0.0,3.0,1.0,1.0,0.0,0.0,1.0986122886681098,10.539449701004317,52.32590180780452,6.244997998398398,3.872983346207417
648,0.0,3.0,1.0,1.0,0.0,5.214935757608986,0.0,30.072578871789496,65.3834841531101,5.830951894845301,2.449489742783178
649,1.0,2.0,1.0,1.0,1.0,0.0,0.0,7.89746794865291,37.05401462729781,3.605551275463989,1.7320508075688772
650,0.0,3.0,1.0,1.0,0.0,2.70805020110221,0.0,15.533190271158078,67.52777206453653,8.48528137423857,4.47213595499958
651,0.0,2.0,1.0,2.0,0.0,2.833213344056216,0.0,9.753460924205315,22.538855339169288,2.449489742783178,2.6457513110645907
652,0.0,3.0,1.0,1.0,0.0,5.910796644040527,0.0,39.751226396175504,51.41011573610781,7.810249675906654,5.196152422706632
653,0.0,1.0,1.0,1.0,0.0,2.3978952727983707,0.0,17.321229748490722,66.24198064671678,8.18535277187245,6.164414002968976
654,0.0,1.0,1.0,1.0,0.0,2.4849066497880004,0.0,14.346079603849967,50.82322303829225,7.681145747868608,6.0
655,0.0,3.0,1.0,1.0,0.0,3.7376696182833684,0.6931471805599453,18.05325455423481,62.96824596572466,9.1104335791443,5.5677643628300215
656,0.0,3.0,1.0,1.0,0.0,5.68697535633982,0.0,35.77149703325261,50.49752469181039,6.324555320336759,4.58257569495584
657,0.0,3.0,1.0,1.0,0.0,5.0369526024136295,1.0986122886681098,31.449642287313857,96.46242791885346,11.045361017187261,6.782329983125268
658,0.0,3.0,1.0,1.0,0.0,2.302585092994046,0.0,24.521827011868428,118.16513868311584,13.038404810405298,6.855654600401044
659,0.0,3.0,1.0,1.0,0.0,2.4849066497880004,0.6931471805599453,15.347964034359737,68.59300255857006,9.16515138991168,5.291502622129181
660,0.0,3.0,1.0,1.0,0.0,2.833213344056216,0.0,17.668050260286222,78.15369473031969,9.797958971132712,3.872983346207417
661,1.0,3.0,1.0,2.0,0.0,2.8903717578961645,0.0,12.935223229616101,49.27473997901968,7.416198487095663,4.47213595499958
662,0.0,3.0,1.0,1.0,0.0,4.1588830833596715,1.3862943611198906,29.567549780122125,123.81437719424994,15.033296378372908,5.916079783099616
663,0.0,3.0,1.0,1.0,0.0,6.20050917404269,0.6931471805599453,45.83143026352113,57.3149195236284,5.291502622129181,3.3166247903554
664,0.0,2.0,1.0,1.0,0.0,5.075173815233827,0.0,37.80357125986909,125.19984025548915,13.527749258468683,5.744562646538029
665,0.0,3.0,1.0,1.0,0.0,5.278114659230517,0.6931471805599453,32.420363970813156,81.79242018671412,9.327379053088816,5.385164807134504
666,0.0,2.0,1.0,2.0,0.0,2.302585092994046,0.0,9.439279633531363,32.63433774416144,3.872983346207417,3.7416573867739413
667,0.0,3.0,1.0,2.0,0.0,3.1354942159291497,0.0,11.16243700990066,30.0,3.872983346207417,3.3166247903554
668,0.0,2.0,1.0,2.0,1.0,2.302585092994046,0.0,7.006782428475997,13.784048752090222,1.0,1.7320508075688772
669,0.0,2.0,1.0,1.0,0.0,5.976350909297934,0.0,46.05073289319075,87.7382470761754,11.313708498984761,6.782329983125268
670,0.0,4.0,1.0,1.0,0.0,3.044522437723423,0.6931471805599453,18.580904176062045,107.95832529267949,12.449899597988733,7.0710678118654755
671,0.0,2.0,1.0,1.0,0.0,4.770684624465665,0.6931471805599453,28.99620664845662,83.11437902072059,8.717797887081348,6.324555320336759
672,1.0,2.0,1.0,2.0,1.0,3.258096538021482,0.0,12.891276119919238,33.83784863137726,6.928203230275509,4.47213595499958
673,0.0,5.0,1.0,1.0,0.0,2.3978952727983707,2.1972245773362196,13.258393567849764,103.07764064044152,9.695359714832659,6.708203932499369
674,0.0,2.0,1.0,1.0,1.0,3.58351893845611,0.6931471805599453,20.79218603225741,77.5112895003044,9.9498743710662,5.196152422706632
675,0.0,3.0,1.0,1.0,0.0,2.302585092994046,0.0,12.574577527694519,55.04543577809154,4.795831523312719,4.123105625617661
676,1.0,3.0,1.0,2.0,1.0,2.9444389791664403,0.0,14.17321417322126,56.39148871948674,6.48074069840786,4.358898943540674
677,1.0,3.0,1.0,2.0,1.0,3.784189633918261,0.0,16.496060135680885,49.57822102496216,6.708203932499369,5.830951894845301
678,0.0,3.0,1.0,2.0,1.0,2.302585092994046,0.0,7.002856560004639,17.97220075561143,1.7320508075688772,2.23606797749979
679,0.0,3.0,1.0,1.0,0.0,2.302585092994046,0.0,10.552724766618335,43.104524124504614,5.0990195135927845,3.0
680,0.0,5.0,1.0,1.0,0.0,3.1780538303479458,0.6931471805599453,11.857276247098234,83.51646544245033,9.899494936611665,5.0
681,0.0,4.0,1.0,2.0,1.0,2.9444389791664403,0.0,8.10246875958186,28.600699292150182,2.8284271247461903,2.6457513110645907
682,0.0,5.0,1.0,1.0,0.0,2.6390573296152584,0.6931471805599453,5.243567487884561,22.978250586152114,2.23606797749979,2.23606797749979
683,0.0,2.0,1.0,1.0,0.0,2.302585092994046,1.3862943611198906,27.985353312045213,127.534309109353,15.459624833740307,9.1104335791443
684,0.0,2.0,2.0,1.0,0.0,5.638354669333745,1.3862943611198906,39.84018072248167,84.5872330792301,10.816653826391969,6.0
685,0.0,2.0,1.0,1.0,0.0,2.4849066497880004,0.0,15.135884513301495,62.51399843235114,9.1104335791443,5.5677643628300215
686,0.0,3.0,1.0,2.0,0.0,3.871201010907891,0.0,16.24807680927192,43.069710934716056,6.708203932499369,4.795831523312719
687,0.0,2.0,1.0,1.0,0.0,5.220355825078324,0.0,31.049637679045468,54.49770637375485,7.3484692283495345,5.0990195135927845
688,1.0,2.0,2.0,1.0,1.0,5.313205979041787,0.6931471805599453,31.279226333143217,38.79432948254165,6.082762530298219,3.7416573867739413
689,0.0,4.0,1.0,1.0,0.0,3.6888794541139363,0.0,11.935241933031772,41.92851058647326,6.324555320336759,8.426149773176359
690,0.0,2.0,1.0,2.0,0.0,2.995732273553991,0.0,11.256997823576231,29.832867780352597,5.0990195135927845,3.1622776601683795
691,0.0,4.0,1.0,2.0,0.0,3.4339872044851463,0.0,10.032447358446493,31.85906464414798,3.3166247903554,2.449489742783178
692,0.0,2.0,1.0,1.0,0.0,3.367295829986474,0.0,13.826062346163495,37.61648574760805,5.744562646538029,4.0
693,0.0,3.0,1.0,1.0,0.0,2.8903717578961645,0.0,14.390274493559879,58.43800133474792,7.874007874011811,5.0990195135927845
694,0.0,2.0,1.0,1.0,0.0,3.6375861597263857,0.0,15.891507165778833,43.41658669218482,5.196152422706632,4.123105625617661
695,0.0,2.0,2.0,1.0,0.0,4.553876891600541,0.6931471805599453,26.93659221208206,81.12952606788727,11.916375287812984,6.708203932499369
696,0.0,4.0,1.0,1.0,0.0,4.418840607796598,0.0,20.91291467012669,95.50916186418976,13.114877048604,6.557438524302
697,0.0,3.0,1.0,1.0,0.0,3.713572066704308,1.3862943611198906,16.83805214387935,55.154328932550705,6.782329983125268,4.69041575982343
698,0.0,3.0,1.0,1.0,0.0,5.41610040220442,0.6931471805599453,32.876131159246825,67.67569726275453,6.4031242374328485,3.605551275463989
699,0.0,3.0,1.0,1.0,1.0,2.302585092994046,0.6931471805599453,10.192153844992726,40.95119045888654,4.47213595499958,3.1622776601683795
700,0.0,3.0,1.0,1.0,0.0,0.0,0.0,13.038404810405298,64.65291950097846,8.366600265340756,3.7416573867739413
701,0.0,2.0,1.0,2.0,0.0,0.0,0.0,2.4372115213907883,11.313708498984761,2.0,1.0
702,0.0,3.0,1.0,1.0,0.0,5.860786223465865,0.0,38.637805320695946,47.57099956906519,7.681145747868608,4.58257569495584
703,0.0,1.0,1.0,1.0,0.0,0.0,0.0,14.967130653535433,63.30876716537765,8.06225774829855,5.656854249492381
704,0.0,1.0,1.0,1.0,0.0,0.0,0.0,11.148990985734986,46.93612681080534,7.54983443527075,5.477225575051661
705,0.0,3.0,1.0,1.0,0.0,3.1780538303479458,0.6931471805599453,15.447977213862014,59.87486951969081,9.0,5.0
706,0.0,3.0,1.0,1.0,0.0,5.6240175061873385,0.0,34.52998696785158,46.58325879540846,6.164414002968976,3.872983346207417
707,0.0,3.0,1.0,1.0,0.0,4.912654885736052,1.0986122886681098,30.029985014981275,94.47221813845591,10.954451150103322,6.324555320336759
708,0.0,3.0,1.0,1.0,0.0,0.0,0.0,23.452931586477625,116.54612820681776,12.96148139681572,6.4031242374328485
709,0.0,3.0,1.0,1.0,0.0,0.0,0.6931471805599453,13.2770478646422,65.76473218982953,9.055385138137417,4.69041575982343
710,0.0,3.0,1.0,1.0,0.0,0.0,0.0,15.260406285548232,75.68355171369801,9.695359714832659,3.0
711,0.0,3.0,1.0,2.0,0.0,0.0,0.0,9.167333309092673,45.254833995939045,7.280109889280518,3.7416573867739413
712,0.0,3.0,1.0,1.0,0.0,3.828641396489095,1.3862943611198906,28.052807346146302,122.27019260637483,14.966629547095765,5.385164807134504
713,0.0,3.0,1.0,1.0,0.0,6.163314804034641,0.6931471805599453,44.8691430718261,53.898051912847464,5.0990195135927845,2.23606797749979
714,0.0,2.0,1.0,1.0,0.0,4.955827057601261,0.0,36.48177627254463,123.67295581492341,13.45362404707371,5.196152422706632
715,0.0,3.0,1.0,1.0,0.0,5.181783550292085,0.6931471805599453,31.045128442317644,79.435508432942,9.219544457292887,4.795831523312719
716,0.0,2.0,1.0,2.0,0.0,0.0,0.0,5.604462507680822,26.1725046566048,3.605551275463989,2.8284271247461903
717,0.0,3.0,1.0,2.0,0.0,1.6094379124341003,0.0,6.109009739720506,22.80350850198276,3.605551275463989,2.23606797749979
718,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
719,0.0,2.0,1.0,1.0,0.0,5.929589143389895,0.0,44.971991283464426,85.54530963179688,11.224972160321824,6.324555320336759
720,0.0,4.0,1.0,1.0,0.0,1.0986122886681098,0.6931471805599453,17.049926686059386,106.18380290797651,12.36931687685298,6.6332495807108
721,0.0,2.0,1.0,1.0,0.0,4.605170185988092,0.6931471805599453,27.25050458248434,80.79603950689662,8.602325267042627,5.830951894845301
722,0.0,2.0,1.0,2.0,1.0,2.0794415416798357,0.0,8.245908076130851,27.65863337187866,6.782329983125268,3.7416573867739413
723,0.0,5.0,2.0,1.0,0.0,0.0,2.1972245773362196,12.452108255231321,101.21758740456127,9.591663046625438,6.244997998398398
724,0.0,2.0,1.0,1.0,1.0,2.8903717578961645,0.6931471805599453,18.27908641043091,75.0199973340442,9.848857801796104,4.58257569495584
725,0.0,3.0,1.0,1.0,0.0,0.0,0.0,10.33634364753804,51.478150704935004,4.58257569495584,3.3166247903554
726,1.0,3.0,1.0,2.0,1.0,0.0,0.0,10.658330075579382,52.91502622129181,6.324555320336759,3.605551275463989
727,0.0,3.0,1.0,2.0,1.0,3.258096538021482,0.0,13.595587519485871,45.58508528016593,6.557438524302,5.291502622129181
728,0.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
729,0.0,3.0,1.0,1.0,0.0,0.0,0.0,7.751128950030441,38.44476557348217,4.898979485566356,1.7320508075688772
730,0.0,5.0,1.0,1.0,0.0,1.791759469228055,0.6931471805599453,10.385807623868256,81.20960534321048,9.797958971132712,4.358898943540674
731,0.0,4.0,1.0,2.0,1.0,0.0,0.0,3.331666249791536,20.92844953645635,2.449489742783178,1.0
732,0.0,5.0,1.0,1.0,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0
733,0.0,2.0,1.0,1.0,0.0,0.0,1.3862943611198906,26.934921570333188,126.03570922560003,15.394804318340652,8.774964387392123
734,0.0,2.0,2.0,1.0,0.0,5.572154032177765,1.3862943611198906,38.58821063485582,82.31038816577164,10.723805294763608,5.477225575051661
735,0.0,2.0,1.0,1.0,0.0,0.0,0.0,12.743822032655666,59.39696961966999,9.0,5.0
736,0.0,3.0,1.0,2.0,0.0,3.4011973816621555,0.0,13.293607486307094,38.40572873934304,6.557438524302,4.123105625617661
737,0.0,2.0,1.0,1.0,0.0,5.117993812416755,0.0,29.426008903689265,50.89204259999789,7.211102550927978,4.47213595499958
738,0.0,2.0,2.0,1.0,0.0,5.220355825078324,0.6931471805599453,29.66816475618268,33.54101966249684,5.916079783099616,2.8284271247461903
739,0.0,4.0,1.0,1.0,0.0,3.091042453358316,0.0,9.375499986667378,37.12142238654117,6.164414002968976,8.06225774829855
740,0.0,2.0,1.0,2.0,0.0,0.6931471805599453,0.0,5.341348144429457,22.58317958127243,4.898979485566356,2.0
741,0.0,4.0,1.0,2.0,0.0,2.5649493574615367,0.0,6.789698078707183,25.199206336708304,3.0,1.0
742,0.0,2.0,1.0,1.0,0.0,2.3978952727983707,0.0,9.642095207992918,32.17141588429082,5.5677643628300215,3.1622776601683795
743,0.0,3.0,1.0,1.0,0.0,0.0,0.0,11.126544836560898,55.09083408335728,7.745966692414834,4.47213595499958
744,0.0,2.0,1.0,1.0,0.0,2.995732273553991,0.0,12.423767544509193,38.79432948254165,5.0,3.3166247903554
745,0.0,2.0,2.0,1.0,0.0,4.343805421853684,0.6931471805599453,25.04775439036402,78.75277772878871,11.832159566199232,6.244997998398398
746,0.0,4.0,1.0,1.0,0.0,4.174387269895637,0.0,19.56527536223296,93.4986630920464,13.038404810405298,6.082762530298219
747,0.0,3.0,1.0,1.0,0.0,3.1354942159291497,1.3862943611198906,14.008568806269968,51.59457335805772,6.6332495807108,4.0
748,0.0,3.0,1.0,1.0,0.0,5.332718793265369,0.6931471805599453,31.52078679221063,64.8074069840786,6.244997998398398,2.6457513110645907
749,0.0,3.0,1.0,1.0,1.0,0.0,0.6931471805599453,7.252585745787498,36.013886210738214,4.242640687119285,2.0
750,0.0,2.0,1.0,1.0,0.0,0.0,0.0,14.127101613565324,66.10597552415364,8.06225774829855,4.0
751,0.0,2.0,1.0,2.0,0.0,0.0,0.0,3.8065732621348563,17.832554500127006,2.0,1.7320508075688772
752,0.0,2.0,1.0,1.0,0.0,5.863631175598097,0.0,41.13775638024028,49.52776998815917,7.3484692283495345,4.795831523312719
753,0.0,1.0,1.0,1.0,0.0,0.0,0.0,15.303267624922462,64.79197481170026,7.745966692414834,5.830951894845301
754,0.0,1.0,1.0,1.0,0.0,0.0,0.0,11.596335628119773,48.91829923454004,7.211102550927978,5.656854249492381
755,0.0,2.0,1.0,1.0,0.0,3.2188758248682006,0.0,16.771851418373583,61.44102863722254,8.717797887081348,5.196152422706632
756,0.0,3.0,1.0,1.0,0.0,5.627621113690637,0.0,34.69466817826624,48.579831205964474,5.744562646538029,4.123105625617661
757,0.0,3.0,1.0,1.0,0.0,4.919980925828125,0.6931471805599453,30.21919919521363,95.4725091322104,10.723805294763608,6.48074069840786
758,0.0,3.0,1.0,1.0,0.0,0.0,0.0,23.61016730139793,117.35842534730942,12.767145334803704,6.557438524302
759,0.0,3.0,1.0,1.0,0.0,0.0,0.0,13.552859476877932,67.19374970932937,8.774964387392123,4.898979485566356
760,0.0,2.0,1.0,1.0,0.0,0.0,0.0,16.44125907587372,76.9285382676676,9.433981132056603,3.3166247903554
761,1.0,3.0,1.0,2.0,0.0,0.0,0.0,9.562426470305537,47.30750469005948,6.928203230275509,4.0
762,0.0,3.0,1.0,1.0,0.0,3.8501476017100584,1.0986122886681098,28.255264996102937,123.0447073221762,14.798648586948742,5.5677643628300215
763,0.0,3.0,1.0,1.0,0.0,6.16541785423142,0.0,44.99599982220642,55.632724182804495,4.58257569495584,2.6457513110645907
764,0.0,2.0,1.0,1.0,0.0,4.962844630259907,0.0,36.65712754704056,124.43873994861889,13.2664991614216,5.385164807134504
765,0.0,3.0,1.0,1.0,0.0,5.187385805840755,0.0,31.228192390850932,80.62257748298549,8.94427190999916,5.0
766,0.0,2.0,1.0,2.0,0.0,0.0,0.0,6.303570416835208,29.58039891549808,2.8284271247461903,3.1622776601683795
767,0.0,2.0,1.0,2.0,0.0,1.791759469228055,0.0,7.40337760755184,26.645825188948457,2.8284271247461903,2.6457513110645907
