,complains,charge_amount,seconds_of_use,frequency_of_use,frequency_of_sms,distinct_called_numbers,age_group,tariff_plan,status,customer_value,churn
797,0.0,2.0,2852.0,39.0,23.0,18.0,3.0,1.0,1.0,207.64,0.0
798,0.0,0.0,4390.0,34.0,207.0,9.0,3.0,1.0,1.0,1004.96,0.0
799,0.0,0.0,1487.0,13.0,0.0,6.0,2.0,1.0,1.0,67.5,1.0
800,0.0,1.0,4370.0,77.0,13.0,18.0,3.0,1.0,1.0,229.88,0.0
801,0.0,0.0,318.0,11.0,15.0,5.0,3.0,1.0,2.0,73.16,0.0
802,0.0,1.0,2453.0,66.0,367.0,25.0,3.0,1.0,1.0,1568.76,0.0
803,0.0,1.0,4198.0,72.0,9.0,36.0,1.0,1.0,1.0,284.35,0.0
804,0.0,1.0,2393.0,64.0,10.0,34.0,2.0,1.0,1.0,155.565,0.0
805,0.0,2.0,3775.0,88.0,40.0,29.0,3.0,1.0,1.0,314.52,0.0
806,0.0,1.0,2360.0,45.0,293.0,19.0,4.0,1.0,1.0,792.625,0.0
807,0.0,3.0,9115.0,127.0,152.0,44.0,3.0,1.0,1.0,977.68,0.0
808,0.0,1.0,13773.0,175.0,8.0,45.0,3.0,1.0,1.0,589.92,0.0
809,0.0,2.0,4515.0,89.0,10.0,26.0,3.0,1.0,1.0,224.16,0.0
810,0.0,1.0,5918.0,101.0,15.0,13.0,3.0,1.0,1.0,300.76,0.0
811,1.0,0.0,2238.0,60.0,16.0,18.0,3.0,1.0,2.0,155.92,0.0
812,0.0,4.0,15140.0,231.0,62.0,33.0,3.0,1.0,1.0,862.84,0.0
813,0.0,2.0,3095.0,33.0,491.0,9.0,4.0,1.0,1.0,1305.7,0.0
814,0.0,1.0,15485.0,188.0,158.0,31.0,2.0,1.0,1.0,1416.285,0.0
815,0.0,2.0,6500.0,92.0,194.0,27.0,3.0,1.0,1.0,1039.68,0.0
816,0.0,0.0,875.0,20.0,8.0,12.0,2.0,1.0,2.0,76.275,0.0
817,0.0,0.0,710.0,20.0,21.0,9.0,3.0,1.0,2.0,113.2,0.0
818,0.0,0.0,0.0,0.0,8.0,0.0,2.0,1.0,2.0,36.0,1.0
819,0.0,1.0,7508.0,133.0,392.0,44.0,3.0,1.0,1.0,1873.64,0.0
820,0.0,2.0,11465.0,160.0,19.0,48.0,4.0,1.0,1.0,338.125,0.0
821,0.0,2.0,6718.0,81.0,116.0,38.0,2.0,1.0,1.0,827.955,0.0
822,1.0,0.0,955.0,53.0,24.0,18.0,3.0,1.0,2.0,136.32,1.0
823,0.0,9.0,10435.0,99.0,9.0,43.0,5.0,2.0,1.0,171.51,0.0
824,0.0,2.0,5818.0,104.0,34.0,25.0,3.0,1.0,1.0,372.88,0.0
825,0.0,1.0,2840.0,28.0,8.0,15.0,3.0,1.0,1.0,146.72,0.0
826,0.0,0.0,2990.0,47.0,17.0,17.0,3.0,1.0,2.0,189.48,1.0
827,1.0,0.0,2268.0,50.0,42.0,32.0,4.0,1.0,2.0,162.95,1.0
828,0.0,0.0,133.0,8.0,8.0,3.0,3.0,1.0,2.0,37.64,1.0
829,0.0,1.0,1668.0,31.0,8.0,7.0,4.0,1.0,1.0,62.475,0.0
830,0.0,2.0,6785.0,103.0,22.0,23.0,5.0,1.0,1.0,136.32,0.0
831,0.0,0.0,628.0,13.0,17.0,5.0,4.0,1.0,2.0,58.525,1.0
832,0.0,2.0,338.0,10.0,12.0,3.0,5.0,1.0,1.0,23.22,0.0
833,0.0,4.0,16075.0,244.0,8.0,81.0,2.0,1.0,1.0,770.355,0.0
834,0.0,4.0,6965.0,122.0,279.0,34.0,3.0,2.0,1.0,1399.48,0.0
835,0.0,1.0,3718.0,88.0,10.0,29.0,3.0,1.0,1.0,192.24,0.0
836,0.0,0.0,1665.0,50.0,46.0,21.0,4.0,1.0,2.0,157.875,0.0
837,0.0,1.0,2780.0,59.0,183.0,24.0,2.0,1.0,1.0,951.255,0.0
838,1.0,2.0,1315.0,42.0,201.0,12.0,3.0,2.0,1.0,858.28,1.0
839,0.0,1.0,1568.0,45.0,38.0,69.0,5.0,1.0,1.0,81.195,0.0
840,0.0,0.0,700.0,31.0,18.0,8.0,3.0,1.0,2.0,101.24,0.0
841,0.0,0.0,825.0,16.0,29.0,4.0,4.0,1.0,2.0,93.525,0.0
842,0.0,1.0,1225.0,38.0,27.0,14.0,2.0,1.0,1.0,178.335,0.0
843,0.0,1.0,3225.0,67.0,16.0,24.0,3.0,1.0,1.0,195.68,0.0
844,0.0,1.0,1695.0,32.0,36.0,15.0,3.0,1.0,1.0,213.08,0.0
845,0.0,2.0,6392.0,147.0,93.0,43.0,2.0,2.0,1.0,712.755,0.0
846,0.0,1.0,8932.0,177.0,81.0,41.0,5.0,1.0,1.0,258.135,0.0
847,0.0,4.0,2852.0,51.0,39.0,20.0,3.0,1.0,1.0,272.12,0.0
848,0.0,2.0,4390.0,46.0,223.0,11.0,3.0,1.0,1.0,1069.44,0.0
849,1.0,2.0,1487.0,25.0,8.0,8.0,3.0,1.0,1.0,92.48,1.0
850,0.0,1.0,5080.0,82.0,30.0,17.0,3.0,1.0,1.0,326.48,0.0
851,0.0,0.0,1028.0,16.0,15.0,4.0,3.0,1.0,2.0,101.76,0.0
852,0.0,1.0,3163.0,71.0,367.0,24.0,3.0,1.0,1.0,1597.36,0.0
853,0.0,1.0,4908.0,77.0,9.0,35.0,1.0,1.0,1.0,323.675,0.0
854,0.0,1.0,3103.0,69.0,10.0,33.0,2.0,1.0,1.0,187.74,0.0
855,0.0,2.0,4485.0,93.0,40.0,28.0,3.0,1.0,1.0,343.12,0.0
856,0.0,1.0,3070.0,50.0,293.0,18.0,3.0,1.0,1.0,1296.8,0.0
857,0.0,3.0,9825.0,132.0,152.0,43.0,3.0,1.0,1.0,1006.28,0.0
858,0.0,1.0,14483.0,180.0,8.0,44.0,3.0,1.0,1.0,618.52,0.0
859,0.0,2.0,5225.0,94.0,10.0,25.0,3.0,1.0,1.0,252.76,0.0
860,0.0,1.0,6628.0,106.0,15.0,12.0,3.0,1.0,1.0,329.36,0.0
861,0.0,0.0,2948.0,65.0,16.0,17.0,3.0,1.0,2.0,184.52,0.0
862,1.0,4.0,15850.0,236.0,62.0,32.0,3.0,1.0,1.0,891.44,0.0
863,0.0,2.0,3805.0,38.0,491.0,8.0,3.0,1.0,1.0,2117.72,0.0
864,0.0,1.0,16195.0,193.0,158.0,30.0,2.0,1.0,1.0,1448.46,0.0
865,0.0,2.0,7210.0,97.0,194.0,26.0,3.0,1.0,1.0,1068.28,0.0
866,0.0,0.0,1585.0,25.0,8.0,11.0,2.0,1.0,2.0,108.45,0.0
867,0.0,0.0,1420.0,25.0,21.0,8.0,3.0,1.0,2.0,141.8,0.0
868,0.0,0.0,710.0,11.0,8.0,2.0,2.0,1.0,2.0,68.445,1.0
869,0.0,1.0,8218.0,138.0,392.0,43.0,3.0,1.0,1.0,1902.24,0.0
870,0.0,2.0,12175.0,165.0,19.0,47.0,4.0,1.0,1.0,356.0,0.0
871,0.0,2.0,7428.0,86.0,116.0,37.0,2.0,1.0,1.0,860.13,0.0
872,1.0,0.0,1665.0,58.0,24.0,17.0,3.0,1.0,2.0,164.92,1.0
873,0.0,9.0,11145.0,104.0,9.0,42.0,5.0,2.0,1.0,182.235,0.0
874,0.0,2.0,6528.0,109.0,34.0,24.0,2.0,1.0,1.0,451.665,0.0
875,0.0,1.0,3550.0,33.0,8.0,14.0,3.0,1.0,1.0,175.32,0.0
876,1.0,0.0,3700.0,52.0,17.0,16.0,3.0,1.0,2.0,218.08,1.0
877,1.0,0.0,2978.0,55.0,42.0,31.0,3.0,1.0,2.0,289.32,1.0
878,0.0,0.0,843.0,13.0,8.0,2.0,3.0,1.0,2.0,66.24,1.0
879,0.0,1.0,2378.0,36.0,8.0,6.0,4.0,1.0,1.0,80.35,0.0
880,0.0,2.0,7495.0,108.0,22.0,22.0,5.0,1.0,1.0,147.045,0.0
881,1.0,0.0,1338.0,18.0,17.0,4.0,4.0,1.0,2.0,76.4,1.0
882,0.0,2.0,1048.0,15.0,12.0,2.0,5.0,1.0,1.0,33.945,0.0
883,1.0,4.0,16785.0,249.0,8.0,80.0,2.0,1.0,1.0,802.53,0.0
884,1.0,4.0,7675.0,127.0,279.0,33.0,3.0,2.0,1.0,1428.08,0.0
885,0.0,1.0,4428.0,93.0,10.0,28.0,3.0,1.0,1.0,220.84,0.0
886,0.0,0.0,2375.0,55.0,46.0,20.0,3.0,1.0,2.0,281.2,0.0
887,0.0,1.0,3490.0,64.0,183.0,23.0,2.0,1.0,1.0,983.43,0.0
888,0.0,2.0,2025.0,47.0,201.0,11.0,3.0,2.0,1.0,886.88,0.0
889,0.0,1.0,2278.0,50.0,38.0,68.0,4.0,1.0,1.0,153.2,0.0
890,0.0,0.0,1410.0,36.0,18.0,7.0,3.0,1.0,2.0,129.84,0.0
891,0.0,0.0,1535.0,21.0,29.0,3.0,4.0,1.0,2.0,111.4,0.0
892,0.0,1.0,1935.0,43.0,27.0,13.0,2.0,1.0,1.0,210.51,0.0
893,0.0,1.0,3935.0,72.0,16.0,23.0,3.0,1.0,1.0,224.28,0.0
894,0.0,1.0,2405.0,37.0,36.0,14.0,2.0,1.0,1.0,271.89,0.0
895,0.0,2.0,7102.0,152.0,93.0,42.0,2.0,2.0,1.0,744.93,0.0
896,0.0,1.0,9642.0,182.0,81.0,40.0,5.0,1.0,1.0,268.86,0.0
897,0.0,4.0,3562.0,56.0,39.0,19.0,3.0,2.0,1.0,300.72,0.0
898,0.0,2.0,5100.0,51.0,223.0,10.0,3.0,1.0,1.0,1098.04,0.0
899,0.0,2.0,2197.0,30.0,8.0,7.0,3.0,1.0,1.0,121.08,1.0
900,0.0,0.0,3660.0,60.0,0.0,17.0,2.0,1.0,1.0,167.4,0.0
901,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0
902,0.0,0.0,1743.0,49.0,334.0,24.0,2.0,1.0,1.0,1583.64,0.0
903,0.0,0.0,3488.0,55.0,0.0,35.0,1.0,1.0,1.0,194.865,0.0
904,0.0,0.0,1683.0,47.0,0.0,33.0,1.0,1.0,1.0,95.15,0.0
905,0.0,0.0,3065.0,71.0,7.0,28.0,3.0,1.0,1.0,153.44,0.0
906,0.0,0.0,1650.0,28.0,260.0,18.0,3.0,1.0,1.0,1107.12,0.0
907,0.0,1.0,8405.0,110.0,119.0,43.0,3.0,1.0,1.0,816.6,0.0
908,0.0,0.0,13063.0,158.0,0.0,44.0,3.0,1.0,1.0,528.84,0.0
909,0.0,0.0,3805.0,72.0,0.0,25.0,3.0,1.0,1.0,155.08,0.0
910,0.0,0.0,5208.0,84.0,0.0,12.0,2.0,1.0,1.0,238.14,0.0
911,0.0,0.0,1528.0,43.0,0.0,17.0,3.0,1.0,2.0,62.84,0.0
912,0.0,2.0,14430.0,214.0,29.0,32.0,3.0,1.0,1.0,701.76,0.0
913,0.0,0.0,2385.0,16.0,458.0,8.0,3.0,1.0,1.0,1928.04,0.0
914,0.0,0.0,14775.0,171.0,125.0,30.0,2.0,1.0,1.0,1235.07,0.0
915,0.0,0.0,5790.0,75.0,161.0,26.0,3.0,1.0,1.0,878.6,0.0
916,0.0,0.0,165.0,3.0,0.0,11.0,2.0,1.0,2.0,7.56,0.0
917,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0
918,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0
919,0.0,0.0,6798.0,116.0,359.0,43.0,2.0,1.0,1.0,1926.63,0.0
920,0.0,0.0,10755.0,143.0,0.0,47.0,3.0,1.0,1.0,435.92,0.0
921,0.0,0.0,6008.0,64.0,83.0,37.0,2.0,1.0,1.0,646.74,0.0
922,0.0,0.0,245.0,36.0,0.0,17.0,2.0,1.0,2.0,12.645,1.0
923,0.0,7.0,9725.0,82.0,0.0,42.0,4.0,1.0,1.0,245.175,0.0
924,0.0,0.0,5108.0,87.0,1.0,24.0,2.0,1.0,1.0,238.275,1.0
925,0.0,0.0,2130.0,11.0,0.0,14.0,3.0,1.0,1.0,85.64,0.0
926,1.0,0.0,2280.0,30.0,0.0,16.0,2.0,1.0,2.0,103.95,1.0
927,0.0,0.0,1558.0,33.0,9.0,31.0,3.0,1.0,2.0,99.64,1.0
928,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0
929,0.0,0.0,958.0,14.0,0.0,6.0,3.0,1.0,1.0,38.88,0.0
930,0.0,0.0,6075.0,86.0,0.0,22.0,4.0,1.0,1.0,154.025,0.0
931,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,1.0
932,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0
933,0.0,2.0,15365.0,227.0,0.0,80.0,2.0,1.0,1.0,701.64,0.0
934,0.0,2.0,6255.0,105.0,246.0,33.0,2.0,2.0,1.0,1393.2,0.0
935,0.0,0.0,3008.0,71.0,0.0,28.0,2.0,1.0,1.0,138.555,0.0
936,0.0,0.0,955.0,33.0,13.0,20.0,3.0,1.0,2.0,91.52,0.0
937,0.0,0.0,2070.0,42.0,150.0,23.0,2.0,1.0,1.0,770.04,0.0
938,0.0,0.0,605.0,25.0,168.0,11.0,2.0,2.0,1.0,784.35,0.0
939,0.0,0.0,858.0,28.0,5.0,68.0,4.0,1.0,1.0,34.65,0.0
940,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0
941,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0
942,0.0,0.0,515.0,21.0,0.0,13.0,2.0,1.0,1.0,24.12,0.0
943,0.0,0.0,2515.0,50.0,0.0,23.0,3.0,1.0,1.0,102.6,0.0
944,0.0,0.0,985.0,15.0,3.0,14.0,2.0,1.0,1.0,58.5,0.0
945,0.0,0.0,5682.0,130.0,60.0,42.0,1.0,2.0,1.0,649.66,0.0
946,0.0,0.0,8222.0,160.0,48.0,40.0,4.0,1.0,1.0,329.55,0.0
947,0.0,2.0,2142.0,34.0,6.0,19.0,3.0,1.0,1.0,111.04,0.0
948,0.0,0.0,3680.0,29.0,190.0,10.0,3.0,1.0,1.0,908.36,0.0
949,0.0,0.0,777.0,8.0,0.0,7.0,3.0,1.0,1.0,31.4,1.0
950,0.0,0.0,4370.0,71.0,5.0,17.0,3.0,1.0,1.0,197.64,0.0
951,0.0,0.0,318.0,5.0,7.0,4.0,2.0,1.0,2.0,46.035,0.0
952,0.0,0.0,2453.0,60.0,359.0,24.0,3.0,1.0,1.0,1536.52,0.0
953,0.0,0.0,4198.0,66.0,1.0,35.0,1.0,1.0,1.0,240.02,0.0
954,0.0,0.0,2393.0,58.0,2.0,33.0,1.0,1.0,1.0,145.805,0.0
955,0.0,1.0,3775.0,82.0,32.0,28.0,3.0,1.0,1.0,282.28,0.0
956,0.0,0.0,2360.0,39.0,285.0,18.0,3.0,1.0,1.0,1235.96,0.0
957,0.0,2.0,9115.0,121.0,144.0,43.0,3.0,1.0,1.0,945.44,0.0
958,0.0,0.0,13773.0,169.0,0.0,44.0,3.0,1.0,1.0,557.68,0.0
959,0.0,1.0,4515.0,83.0,2.0,25.0,3.0,1.0,1.0,191.92,0.0
960,0.0,0.0,5918.0,95.0,7.0,12.0,3.0,1.0,1.0,268.52,0.0
961,1.0,0.0,2238.0,54.0,8.0,17.0,3.0,1.0,2.0,123.68,0.0
962,0.0,3.0,15140.0,225.0,54.0,32.0,3.0,1.0,1.0,830.6,0.0
963,0.0,1.0,3095.0,27.0,483.0,8.0,3.0,1.0,1.0,2056.88,0.0
964,0.0,0.0,15485.0,182.0,150.0,30.0,2.0,1.0,1.0,1380.015,0.0
965,0.0,1.0,6500.0,86.0,186.0,26.0,3.0,1.0,1.0,1007.44,0.0
966,0.0,0.0,875.0,14.0,0.0,11.0,2.0,1.0,2.0,40.005,0.0
967,0.0,0.0,710.0,14.0,13.0,8.0,3.0,1.0,2.0,80.96,0.0
968,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0
969,0.0,0.0,7508.0,127.0,384.0,43.0,2.0,1.0,1.0,2071.575,0.0
970,0.0,1.0,11465.0,154.0,11.0,47.0,4.0,1.0,1.0,317.975,0.0
971,0.0,1.0,6718.0,75.0,108.0,37.0,2.0,1.0,1.0,791.685,0.0
972,0.0,0.0,955.0,47.0,16.0,17.0,2.0,1.0,2.0,117.09,1.0
973,1.0,8.0,10435.0,93.0,1.0,42.0,5.0,1.0,1.0,159.42,0.0
974,0.0,1.0,5818.0,98.0,26.0,24.0,2.0,1.0,1.0,383.22,1.0
975,0.0,0.0,2840.0,22.0,0.0,14.0,3.0,1.0,1.0,114.48,0.0
976,1.0,0.0,2990.0,41.0,9.0,16.0,3.0,1.0,2.0,157.24,1.0
977,0.0,0.0,2268.0,44.0,34.0,31.0,3.0,1.0,2.0,228.48,1.0
978,0.0,0.0,133.0,2.0,0.0,2.0,3.0,1.0,2.0,5.4,1.0
979,0.0,0.0,1668.0,25.0,0.0,6.0,3.0,1.0,1.0,67.72,0.0
980,0.0,1.0,6785.0,97.0,14.0,22.0,5.0,1.0,1.0,124.23,0.0
981,0.0,0.0,628.0,7.0,9.0,4.0,4.0,1.0,2.0,38.375,1.0
982,0.0,1.0,338.0,4.0,4.0,2.0,5.0,1.0,1.0,11.13,0.0
983,0.0,3.0,16075.0,238.0,0.0,80.0,2.0,1.0,1.0,734.085,0.0
984,0.0,3.0,6965.0,116.0,271.0,33.0,2.0,2.0,1.0,1538.145,0.0
985,0.0,0.0,3718.0,82.0,2.0,28.0,2.0,1.0,1.0,180.0,0.0
986,0.0,0.0,1665.0,44.0,38.0,20.0,3.0,1.0,2.0,220.36,0.0
987,0.0,0.0,2780.0,53.0,175.0,23.0,2.0,1.0,1.0,914.985,0.0
988,1.0,1.0,1315.0,36.0,193.0,11.0,2.0,2.0,1.0,929.295,1.0
989,0.0,0.0,1568.0,39.0,30.0,68.0,4.0,1.0,1.0,115.175,0.0
990,0.0,0.0,700.0,25.0,10.0,7.0,2.0,1.0,2.0,77.625,0.0
991,0.0,0.0,825.0,10.0,21.0,3.0,4.0,1.0,2.0,73.375,0.0
992,0.0,0.0,1225.0,32.0,19.0,13.0,2.0,1.0,1.0,142.065,0.0
993,0.0,0.0,3225.0,61.0,8.0,23.0,3.0,1.0,1.0,163.44,0.0
994,0.0,0.0,1695.0,26.0,28.0,14.0,2.0,1.0,1.0,203.445,0.0
995,0.0,1.0,6392.0,141.0,85.0,42.0,2.0,2.0,1.0,676.485,0.0
996,0.0,0.0,8932.0,171.0,73.0,40.0,4.0,1.0,1.0,410.075,0.0
997,0.0,3.0,2852.0,45.0,31.0,19.0,3.0,1.0,1.0,239.88,0.0
998,0.0,1.0,4390.0,40.0,215.0,10.0,3.0,1.0,1.0,1037.2,0.0
999,0.0,1.0,1487.0,19.0,0.0,7.0,3.0,1.0,1.0,60.24,1.0
1000,0.0,0.0,4370.0,71.0,5.0,17.0,3.0,1.0,1.0,197.64,0.0
1001,0.0,0.0,318.0,5.0,7.0,4.0,2.0,1.0,2.0,46.035,0.0
1002,0.0,0.0,2453.0,60.0,359.0,24.0,3.0,1.0,1.0,1536.52,0.0
1003,0.0,0.0,4198.0,66.0,1.0,35.0,1.0,1.0,1.0,240.02,0.0
1004,0.0,0.0,2393.0,58.0,2.0,33.0,1.0,1.0,1.0,145.805,0.0
1005,0.0,1.0,3775.0,82.0,32.0,28.0,3.0,1.0,1.0,282.28,0.0
1006,0.0,0.0,2360.0,39.0,285.0,18.0,3.0,1.0,1.0,1235.96,0.0
1007,0.0,2.0,9115.0,121.0,144.0,43.0,3.0,1.0,1.0,945.44,0.0
1008,0.0,0.0,13773.0,169.0,0.0,44.0,3.0,1.0,1.0,557.68,0.0
1009,0.0,1.0,4515.0,83.0,2.0,25.0,3.0,1.0,1.0,191.92,0.0
1010,0.0,0.0,5918.0,95.0,7.0,12.0,3.0,1.0,1.0,268.52,0.0
1011,1.0,0.0,2238.0,54.0,8.0,17.0,3.0,1.0,2.0,123.68,0.0
1012,0.0,3.0,15140.0,225.0,54.0,32.0,3.0,1.0,1.0,830.6,0.0
1013,0.0,1.0,3095.0,27.0,483.0,8.0,3.0,1.0,1.0,2056.88,0.0
1014,0.0,0.0,15485.0,182.0,150.0,30.0,2.0,1.0,1.0,1380.015,0.0
1015,0.0,1.0,6500.0,86.0,186.0,26.0,3.0,1.0,1.0,1007.44,0.0
1016,0.0,0.0,875.0,14.0,0.0,11.0,2.0,1.0,2.0,40.005,0.0
1017,0.0,0.0,710.0,14.0,13.0,8.0,3.0,1.0,2.0,80.96,0.0
1018,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0
1019,0.0,0.0,7508.0,127.0,384.0,43.0,2.0,1.0,1.0,2071.575,0.0
1020,0.0,1.0,11465.0,154.0,11.0,47.0,4.0,1.0,1.0,317.975,0.0
1021,0.0,1.0,6718.0,75.0,108.0,37.0,2.0,1.0,1.0,791.685,0.0
1022,1.0,0.0,955.0,47.0,16.0,17.0,2.0,1.0,2.0,117.09,1.0
1023,0.0,8.0,10435.0,93.0,1.0,42.0,5.0,1.0,1.0,159.42,0.0
1024,1.0,1.0,5818.0,98.0,26.0,24.0,2.0,1.0,1.0,383.22,1.0
1025,0.0,0.0,2840.0,22.0,0.0,14.0,3.0,1.0,1.0,114.48,0.0
1026,0.0,0.0,2990.0,41.0,9.0,16.0,3.0,1.0,2.0,157.24,1.0
1027,0.0,0.0,2268.0,44.0,34.0,31.0,3.0,1.0,2.0,228.48,1.0
1028,0.0,0.0,133.0,2.0,0.0,2.0,3.0,1.0,2.0,5.4,1.0
1029,0.0,0.0,1668.0,25.0,0.0,6.0,3.0,1.0,1.0,67.72,0.0
1030,0.0,1.0,6785.0,97.0,14.0,22.0,5.0,1.0,1.0,124.23,0.0
1031,0.0,0.0,628.0,7.0,9.0,4.0,4.0,1.0,2.0,38.375,1.0
1032,0.0,1.0,338.0,4.0,4.0,2.0,5.0,1.0,1.0,11.13,0.0
1033,1.0,3.0,16075.0,238.0,0.0,80.0,2.0,1.0,1.0,734.085,0.0
1034,0.0,3.0,6965.0,116.0,271.0,33.0,2.0,2.0,1.0,1538.145,0.0
1035,0.0,0.0,3718.0,82.0,2.0,28.0,2.0,1.0,1.0,180.0,0.0
1036,0.0,0.0,1665.0,44.0,38.0,20.0,3.0,1.0,2.0,220.36,0.0
1037,0.0,0.0,2780.0,53.0,175.0,23.0,2.0,1.0,1.0,914.985,0.0
1038,0.0,1.0,1315.0,36.0,193.0,11.0,2.0,2.0,1.0,929.295,0.0
1039,0.0,0.0,1568.0,39.0,30.0,68.0,4.0,1.0,1.0,115.175,0.0
1040,0.0,0.0,700.0,25.0,10.0,7.0,2.0,1.0,2.0,77.625,0.0
1041,0.0,0.0,825.0,10.0,21.0,3.0,4.0,1.0,2.0,73.375,0.0
1042,0.0,0.0,1225.0,32.0,19.0,13.0,2.0,1.0,1.0,142.065,0.0
1043,0.0,0.0,3225.0,61.0,8.0,23.0,3.0,1.0,1.0,163.44,0.0
1044,0.0,0.0,1695.0,26.0,28.0,14.0,2.0,1.0,1.0,203.445,0.0
1045,0.0,1.0,6392.0,141.0,85.0,42.0,2.0,2.0,1.0,676.485,0.0
1046,0.0,0.0,8932.0,171.0,73.0,40.0,4.0,1.0,1.0,410.075,0.0
1047,0.0,3.0,2852.0,45.0,31.0,19.0,3.0,1.0,1.0,239.88,0.0
1048,0.0,1.0,4390.0,40.0,215.0,10.0,3.0,1.0,1.0,1037.2,0.0
1049,1.0,1.0,1487.0,19.0,0.0,7.0,3.0,1.0,1.0,60.24,1.0
1050,0.0,0.0,4065.0,65.0,0.0,15.0,2.0,1.0,1.0,185.85,0.0
1051,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0
1052,0.0,0.0,2148.0,54.0,352.0,22.0,2.0,1.0,1.0,1683.09,0.0
1053,0.0,0.0,3893.0,60.0,0.0,33.0,1.0,1.0,1.0,217.415,0.0
1054,0.0,0.0,2088.0,52.0,0.0,31.0,1.0,1.0,1.0,117.7,0.0
1055,0.0,0.0,3470.0,76.0,25.0,26.0,2.0,1.0,1.0,272.07,0.0
1056,0.0,0.0,2055.0,33.0,278.0,16.0,3.0,1.0,1.0,1195.52,0.0
1057,0.0,1.0,8810.0,115.0,137.0,41.0,3.0,1.0,1.0,905.0,0.0
1058,0.0,0.0,13468.0,163.0,0.0,42.0,3.0,1.0,1.0,545.24,0.0
1059,0.0,0.0,4210.0,77.0,0.0,23.0,3.0,1.0,1.0,171.48,0.0
1060,0.0,0.0,5613.0,89.0,0.0,10.0,2.0,1.0,1.0,256.59,0.0
1061,0.0,0.0,1933.0,48.0,1.0,15.0,3.0,1.0,2.0,83.24,0.0
1062,0.0,2.0,14835.0,219.0,47.0,30.0,3.0,1.0,1.0,790.16,0.0
1063,0.0,0.0,2790.0,21.0,476.0,6.0,3.0,1.0,1.0,2016.44,0.0
1064,0.0,0.0,15180.0,176.0,143.0,28.0,2.0,1.0,1.0,1334.52,0.0
1065,0.0,0.0,6195.0,80.0,179.0,24.0,3.0,1.0,1.0,967.0,0.0
1066,0.0,0.0,570.0,8.0,0.0,9.0,2.0,1.0,2.0,26.01,0.0
1067,0.0,0.0,405.0,8.0,6.0,6.0,2.0,1.0,2.0,45.585,0.0
1068,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0
1069,0.0,0.0,7203.0,121.0,377.0,41.0,2.0,1.0,1.0,2026.08,0.0
1070,0.0,0.0,11160.0,148.0,4.0,45.0,3.0,1.0,1.0,468.32,0.0
1071,0.0,0.0,6413.0,69.0,101.0,35.0,2.0,1.0,1.0,746.19,0.0
1072,0.0,0.0,650.0,41.0,9.0,15.0,2.0,1.0,2.0,71.595,1.0
1073,0.0,7.0,10130.0,87.0,0.0,40.0,4.0,1.0,1.0,255.425,0.0
1074,1.0,0.0,5513.0,92.0,19.0,22.0,2.0,1.0,1.0,337.725,1.0
1075,0.0,0.0,2535.0,16.0,0.0,12.0,3.0,1.0,1.0,102.04,0.0
1076,0.0,0.0,2685.0,35.0,2.0,14.0,2.0,1.0,2.0,131.4,1.0
1077,0.0,0.0,1963.0,38.0,27.0,29.0,3.0,1.0,2.0,188.04,1.0
1078,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0
1079,0.0,0.0,1363.0,19.0,0.0,4.0,3.0,1.0,1.0,55.28,0.0
1080,0.0,0.0,6480.0,91.0,7.0,20.0,4.0,1.0,1.0,181.775,0.0
1081,0.0,0.0,323.0,1.0,2.0,2.0,4.0,1.0,2.0,13.1,1.0
1082,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0
1083,0.0,2.0,15770.0,232.0,0.0,78.0,2.0,1.0,1.0,720.09,0.0
1084,0.0,2.0,6660.0,110.0,264.0,31.0,2.0,2.0,1.0,1492.65,0.0
1085,0.0,0.0,3413.0,76.0,0.0,26.0,2.0,1.0,1.0,157.005,0.0
1086,0.0,0.0,1360.0,38.0,31.0,18.0,3.0,1.0,2.0,179.92,0.0
1087,0.0,0.0,2475.0,47.0,168.0,21.0,2.0,1.0,1.0,869.49,0.0
1088,1.0,0.0,1010.0,30.0,186.0,9.0,2.0,2.0,1.0,883.8,1.0
1089,0.0,0.0,1263.0,33.0,23.0,66.0,4.0,1.0,1.0,89.9,0.0
1090,0.0,0.0,395.0,19.0,3.0,5.0,2.0,1.0,2.0,32.13,0.0
